templates/koran.html
Chapter|Verse|Book|Sentence
16|87|an-Nahl: The Bee|And they proffer unto Allah submission on that day, and all that they used to  invent hath failed them. 
16|88|an-Nahl: The Bee|For those who disbelieve and debar (men) from the way of Allah, We add  doom to doom because they wrought corruption, 
16|89|an-Nahl: The Bee|And (bethink you of) the day when We raise in every nation a witness  against them of their own folk, and We bring thee (Muhammad) as a witness against  these. And We reveal the Scripture unto thee as an exposition of all things, and a  guidance and a mercy and good tidings for those who have surrendered (to Allah). 
16|90|an-Nahl: The Bee|Lo! Allah enjoineth justice and kindness, and giving to kinsfolk, and  forbiddeth lewdness and abomination and wickedness. He exhorteth you in order that  ye may take heed. 
16|91|an-Nahl: The Bee|Fulfil the covenant of Allah when ye have covenanted, and break not your  oaths after the asseveration of them, and after ye have made Allah surety over you.  Lo! Allah knoweth what ye do. 
16|92|an-Nahl: The Bee|And be not like unto her who unravelleth the thread, after she hath made it  strong, to thin filaments, making your oaths a deceit between you because of a nation  being more numerous than (another) nation. Allah only trieth you thereby, and He  verily will explain to you on the Day of Resurrection that wherein ye differed. 
16|93|an-Nahl: The Bee|Had Allah willed He could have made you (all) one nation, but He sendeth  whom He will astray and guideth whom He will, and ye will indeed be asked of what  ye used to do. 
16|94|an-Nahl: The Bee|Make not your oaths a deceit between you, lest a foot should slip after being  firmly planted and ye should taste evil forasmuch as ye debarred (men) from the way  of Allah, and yours should be an awful doom. 
16|95|an-Nahl: The Bee|And purchase not a small gain at the price of Allah's covenant. Lo! that  which Allah hath is better for you, if ye did but know. 
16|96|an-Nahl: The Bee|That which ye have wasteth away, and that which Allah hath remaineth. And  verily We shall pay those who are steadfast a recompense in proportion to the best of  what they used to do. 
16|97|an-Nahl: The Bee|Whosoever doeth right, whether male or female, and is a believer, him verily  we shall quicken with good life, and We shall pay them a recompense in proportion to  the best of what they used to do. 
16|98|an-Nahl: The Bee|And when thou recitest the Qur'an, seek refuge in Allah from Satan the  outcast. 
16|99|an-Nahl: The Bee|Lo! he hath no power over those who believe and put trust in their Lord. 
16|100|an-Nahl: The Bee|His power is only over those who make a friend of him, and those who  ascribe partners unto Him (Allah). 
16|101|an-Nahl: The Bee|And when We put a revelation in place of (another) revelation, - and Allah  knoweth best what He revealeth - they say: Lo! thou art but inventing. Most of them  know not. 
16|102|an-Nahl: The Bee|Say: The holy Spirit hath delivered it from thy Lord with truth, that it may  confirm (the faith of) those who believe, and as guidance and good tidings for those  who have surrendered (to Allah). 
16|103|an-Nahl: The Bee|And We know well that they say: Only a man teacheth him. The speech of  him at whom they falsely hint is outlandish, and this is clear Arabic speech. 
16|104|an-Nahl: The Bee|Lo! those who disbelieve the revelations of Allah, Allah guideth them not  and theirs will be a painful doom. 
16|105|an-Nahl: The Bee|Only they invent falsehood who believe not Allah's revelations, and (only)  they are the liars. 
16|106|an-Nahl: The Bee|Whoso disbelieveth in Allah after his belief - save him who is forced thereto  and whose heart is still content with the Faith - but whoso findeth ease in disbelief:  On them is wrath from Allah. Theirs will be an awful doom. 
16|107|an-Nahl: The Bee|That is because they have chosen the life of the world rather than the  Hereafter, and because Allah guideth not the disbelieving folk. 
16|108|an-Nahl: The Bee|Such are they whose hearts and ears and eyes Allah hath sealed. And such  are the heedless. 
16|109|an-Nahl: The Bee|Assuredly in the Hereafter they are the losers. 
16|110|an-Nahl: The Bee|Then lo! thy Lord - for those who became fugitives after they had been  persecuted, and then fought and were steadfast - lo! thy Lord afterward is (for them)  indeed Forgiving, Merciful. 
16|111|an-Nahl: The Bee|On the Day when every soul will come pleading for itself, and every soul  will be repaid what it did, and they will not be wronged. 
16|112|an-Nahl: The Bee|Allah coineth a similitude: a township that dwelt secure and well content, its  provision coming to it in abundance from every side, but it disbelieved in Allah's  favours, so Allah made it experience the garb of dearth and fear because of what they  used to do. 
16|113|an-Nahl: The Bee|And verily there had come unto them a messenger from among them, but  they had denied him, and so the torment seized them while they were wrong-doers. 
16|114|an-Nahl: The Bee|So eat of the lawful and good food which Allah hath provided for you, and  thank the bounty of your Lord if it is Him ye serve. 
16|115|an-Nahl: The Bee|He hath forbidden for you only carrion and blood and swineflesh and that  which hath been immolated in the name of any other than Allah; but he who is driven  thereto, neither craving nor transgressing, lo! then Allah is Forgiving, Merciful. 
16|116|an-Nahl: The Bee|And speak not, concerning that which your own tongues qualify (as clean or  unclean), the falsehood: "This is lawful, and this is forbidden," so that ye invent a lie  against Allah. Lo! those who invent a lie against Allah will not succeed. 
16|117|an-Nahl: The Bee|A brief enjoyment (will be theirs); and theirs a painful doom. 
16|118|an-Nahl: The Bee|And unto those who are Jews We have forbidden that which We have  already related unto thee. And We wronged them not, but they were wont to wrong  themselves. 
16|119|an-Nahl: The Bee|Then lo! thy Lord - for those who do evil in ignorance and afterward repent  and amend - lo! (for them) thy Lord is afterward indeed Forgiving, Merciful. 
16|120|an-Nahl: The Bee|Lo! Abraham was a nation obedient to Allah, by nature upright, and he was  not of the idolaters; 
16|121|an-Nahl: The Bee|Thankful for His bounties; He chose him and He guided him unto a straight  path. 
16|122|an-Nahl: The Bee|And We gave him good in the world, and in the Hereafter he is among the  righteous. 
16|123|an-Nahl: The Bee|And afterward We inspired thee (Muhammad, saying): Follow the religion of  Abraham, as one by nature upright. He was not of the idolaters. 
16|124|an-Nahl: The Bee|The Sabbath was appointed only for those who differed concerning it, and lo!  thy Lord will judge between them on the Day of Resurrection concerning that  wherein they used to differ. 
16|125|an-Nahl: The Bee|Call unto the way of thy Lord with wisdom and fair exhortation, and reason  with them in the better way. Lo! thy Lord is Best Aware of him who strayeth from  His way, and He is Best Aware of those who go aright. 
16|126|an-Nahl: The Bee|If ye punish, then punish with the like of that wherewith ye were afflicted.  But if ye endure patiently, verily it is better for the patient. 
16|127|an-Nahl: The Bee|Endure thou patiently (O Muhammad). Thine endurance is only by (the help  of) Allah. Grieve not for them, and be not in distress because of that which they  devise. 
16|128|an-Nahl: The Bee|Lo! Allah is with those who keep their duty unto Him and those who are  doers of good. 
17|1|bani Isra'il: The Israelites|Glorified be He Who carried His servant by night from the Inviolable Place  of Worship to the Far distant place of worship the neighbourhood whereof We have  blessed, that We might show him of Our tokens! Lo! He, only He, is the Hearer, the  Seer. 
17|2|bani Isra'il: The Israelites|We gave unto Moses the Scripture, and We appointed it a guidance for the  children of Israel, saying: Choose no guardian beside Me. 
17|3|bani Isra'il: The Israelites|(They were) the seed of those whom We carried (in the ship) along with  Noah. Lo! he was a grateful slave. 
17|4|bani Isra'il: The Israelites|And We decreed for the Children of Israel in the Scripture: Ye verily will  work corruption in the earth twice, and ye will become great tyrants. 
17|5|bani Isra'il: The Israelites|So when the time for the first of the two came, We roused against you slaves  of Ours of great might who ravaged (your) country, and it was a threat performed. 
17|6|bani Isra'il: The Israelites|Then we gave you once again your turn against them, and We aided you with  wealth and children and made you more in soldiery. 
17|7|bani Isra'il: The Israelites|(Saying): If ye do good, ye do good for your own souls, and if ye do evil, it is  for them (in like manner). So, when the time for the second (of the judgments) came  (We roused against you others of Our slaves) to ravage you, and to enter the Temple  even as they entered it the first time, and to lay waste all that they conquered with an  utter wasting. 
17|8|bani Isra'il: The Israelites|It may be that your Lord will have mercy on you, but if ye repeat (the crime)  We shall repeat (the punishment), and We have appointed hell a dungeon for the  disbelievers. 
17|9|bani Isra'il: The Israelites|Lo! this Qur'an guideth unto that which is straightest, and giveth tidings unto  the believers who do good works that theirs will be a great reward. 
17|10|bani Isra'il: The Israelites|And that those who believe not in the Hereafter, for them We have prepared  a painful doom. 
17|11|bani Isra'il: The Israelites|Man prayeth for evil as he prayeth for good; for man was ever hasty. 
17|12|bani Isra'il: The Israelites|And We appoint the night and the day two portents. Then We make dark the  portent of the night, and We make the portent of the day sight-giving, that ye may  seek bounty from your Lord, and that ye may know the computation of the years, and  the reckoning; and everything have We expounded with a clear expounding. 
17|13|bani Isra'il: The Israelites|And every man's augury have We fastened to his own neck, and We shall  bring forth for him on the Day of Resurrection a book which he will find wide open. 
17|14|bani Isra'il: The Israelites|(And it will be said unto him): Read thy Book. Thy soul sufficeth as reckoner  against thee this day. 
17|15|bani Isra'il: The Israelites|Whosoever goeth right, it is only for (the good of) his own soul that he goeth  right, and whosoever erreth, erreth only to its hurt. No laden soul can bear another's  load, We never punish until we have sent a messenger. 
17|16|bani Isra'il: The Israelites|And when We would destroy a township We send commandment to its folk  who live at ease, and afterward they commit abomination therein, and so the Word (of  doom) hath effect for it, and we annihilate it with complete annihilation. 
17|17|bani Isra'il: The Israelites|How many generations have We destroyed since Noah! And Allah sufficeth  as Knower and Beholder of the sins of His slaves. 
17|18|bani Isra'il: The Israelites|Whoso desireth that (life) which hasteneth away, We hasten for him therein  what We will for whom We please. And afterward We have appointed for him hell;  he will endure the heat thereof, condemned, rejected. 
17|19|bani Isra'il: The Israelites|And whoso desireth the Hereafter and striveth for it with the effort necessary,  being a believer; for such, their effort findeth favour (with their Lord). 
17|20|bani Isra'il: The Israelites|Each do We supply, both these and those, from the bounty of thy Lord. And  the bounty of thy Lord can never be walled up. 
17|21|bani Isra'il: The Israelites|See how We prefer one of them above another, and verily the Hereafter will  be greater in degrees and greater in preferment. 
17|22|bani Isra'il: The Israelites|Set not up with Allah any other god (O man) lest thou sit down reproved,  forsaken. 
17|23|bani Isra'il: The Israelites|Thy Lord hath decreed, that ye worship none save Him, and (that ye show)  kindness to parents. If one of them or both of them attain old age with thee, say not  "Fie" unto them nor repulse them, but speak unto them a gracious word. 
17|24|bani Isra'il: The Israelites|And lower unto them the wing of submission through mercy, and say: My  Lord! Have mercy on them both as they did care for me when I was little. 
17|25|bani Isra'il: The Israelites|Your Lord is Best Aware of what is in your minds. If ye are righteous, then  lo! He was ever Forgiving unto those who turn (unto Him). 
17|26|bani Isra'il: The Israelites|Give the kinsman his due, and the needy, and the wayfarer, and squander not  (thy wealth) in wantonness. 
17|27|bani Isra'il: The Israelites|Lo! the squanderers were ever brothers of the devils, and the devil was ever  an ingrate to his Lord. 
17|28|bani Isra'il: The Israelites|But if thou turn away from them, seeking mercy from thy Lord, for which  thou hopest, then speak unto them a reasonable word. 
17|29|bani Isra'il: The Israelites|And let not thy hand be chained to thy neck nor open it with a complete  opening, lest thou sit down rebuked, denuded. 
17|30|bani Isra'il: The Israelites|Lo! thy Lord enlargeth the provision for whom He will, and straiteneth (it for  whom He will). Lo, He was ever Knower, Seer of His slaves. 
17|31|bani Isra'il: The Israelites|Slay not your children, fearing a fall to poverty, We shall provide for them  and for you. Lo! the slaying of them is great sin. 
17|32|bani Isra'il: The Israelites|And come not near unto adultery. Lo! it is an abomination and an evil way. 
17|33|bani Isra'il: The Israelites|And slay not the life which Allah hath forbidden save with right. Whoso is  slain wrongfully, We have given power unto his heir, but let him not commit excess  in slaying. Lo! he will be helped. 
17|34|bani Isra'il: The Israelites|Come not near the wealth of the orphan save with that which is better till he  come to strength; and keep the covenant. Lo! of the covenant it will be asked. 
17|35|bani Isra'il: The Israelites|Fill the measure when ye measure, and weigh with a right balance; that is  meet, and better in the end. 
17|36|bani Isra'il: The Israelites|(O man), follow not that whereof thou hast no knowledge. Lo! the hearing  and the sight and the heart - of each of these it will be asked. 
17|37|bani Isra'il: The Israelites|And walk not in the earth exultant. Lo! thou canst not rend the earth, nor  canst thou stretch to the height of the hills. 
17|38|bani Isra'il: The Israelites|The evil of all that is hateful in the sight of thy Lord. 
17|39|bani Isra'il: The Israelites|This is (part) of that wisdom wherewith thy Lord hath inspired thee (O  Muhammad). And set not up with Allah any other god, lest thou be cast into hell,  reproved, abandoned. 
17|40|bani Isra'il: The Israelites|Hath your Lord then distinguished you (O men of Makka) by giving you  sons, and hath chosen for Himself females from among the angels ? Lo! verily ye  speak an awful word! 
17|41|bani Isra'il: The Israelites|We verily have displayed (Our warnings) in this Qur'an that they may take  heed, but it increaseth them in naught save aversion. 
17|42|bani Isra'il: The Israelites|Say (O Muhammad, to the disbelievers): If there were other gods along with  Him, as they say, then had they sought a way against the Lord of the Throne. 
17|43|bani Isra'il: The Israelites|Glorified is He, and High Exalted above what they say! 
17|44|bani Isra'il: The Israelites|The seven heavens and the earth and all that is therein praise Him, and there  is not a thing but hymneth His praise; but ye understand not their praise. Lo! He is  ever Clement, Forgiving. 
17|45|bani Isra'il: The Israelites|And when thou recitest the Qur'an we place between thee and those who  believe not in the Hereafter a hidden barrier; 
17|46|bani Isra'il: The Israelites|And We place upon their hearts veils lest they should understand it, and in  their ears a deafness; and when thou makest mention of thy Lord alone in the Qur'an,  they turn their backs in aversion. 
17|47|bani Isra'il: The Israelites|We are Best Aware of what they wish to hear when they give ear to thee and  when they take secret counsel, when the evil-doers say: Ye follow but a man  bewitched. 
17|48|bani Isra'il: The Israelites|See what similitudes they coin for thee, and thus are all astray, and cannot  find a road! 
17|49|bani Isra'il: The Israelites|And they say: When we are bones and fragments, shall we forsooth, be  raised up as a new creation ? 
17|50|bani Isra'il: The Israelites|Say: Be ye stones or iron 
17|51|bani Isra'il: The Israelites|Or some created thing that is yet greater in your thoughts! Then they will  say: Who shall bring us back (to life). Say: He Who created you at the first. Then will  they shake their heads at thee, and say: When will it be ? Say: It will perhaps be soon; 
17|52|bani Isra'il: The Israelites|A day when He will call you and ye will answer with His praise, and ye will  think that ye have tarried but a little while. 
17|53|bani Isra'il: The Israelites|Tell My bondmen to speak that which is kindlier. Lo! the devil soweth  discord among them. Lo! the devil is for man an open foe. 
17|54|bani Isra'il: The Israelites|Your Lord is Best Aware of you. If He will, He will have mercy on you, or if  He will, He will punish you. We have not sent thee (O Muhammad) as a warden over  them. 
17|55|bani Isra'il: The Israelites|And thy Lord is Best Aware of all who are in the heavens and the earth. And  we preferred some of the prophets above others, and unto David We gave the Psalms. 
17|56|bani Isra'il: The Israelites|Say: Cry unto those (saints and angels) whom ye assume (to be gods) beside  Him, yet they have no power to rid you of misfortune nor to change. 
17|57|bani Isra'il: The Israelites|Those unto whom they cry seek the way of approach to their Lord, which of  them shall be the nearest; they hope for His mercy and they fear His doom. Lo! the  doom of thy Lord is to be shunned. 
17|58|bani Isra'il: The Israelites|There is not a township but We shall destroy it ere the Day of Resurrection,  or punish it with dire punishment. That is set forth in the Book (of Our decrees). 
17|59|bani Isra'il: The Israelites|Naught hindereth Us from sending portents save that the folk of old denied  them. And We gave Thamud the she-camel - a clear portent save to warn. 
17|60|bani Isra'il: The Israelites|And (it was a warning) when we told thee: Lo! thy Lord encompasseth  mankind, and We appointed the sight which We showed thee as an ordeal for  mankind, and (likewise) the Accursed Tree in the Qur'an. We warn them, but it  increaseth them in naught save gross impiety. 
17|61|bani Isra'il: The Israelites|And when We said unto the angels: Fall down prostrate before Adam and  they fell prostrate all save Iblis, he said: Shall I fall prostrate before that which Thou  hast created of clay ? 
17|62|bani Isra'il: The Israelites|He said: Seest Thou this (creature) whom Thou hast honoured above me, if  Thou give me grace until the Day of Resurrection I verily will seize his seed, save but  a few. 
17|63|bani Isra'il: The Israelites|He said: Go, and whosoever of them followeth thee - lo! hell will be your  payment, ample payment. 
17|64|bani Isra'il: The Israelites|And excite any of them whom thou canst with thy voice, and urge thy horse  and foot against them, and be a partner in their wealth and children, and promise  them. Satan promiseth them only to deceive. 
17|65|bani Isra'il: The Israelites|Lo! My (faithful) bondmen - over them thou hast no power, and thy Lord  sufficeth as (their) guardian. 
17|66|bani Isra'il: The Israelites|(O mankind), your Lord is He Who driveth for you the ship upon the sea that  ye may seek of His bounty. Lo! He was ever Merciful toward you. 
17|67|bani Isra'il: The Israelites|And when harm toucheth you upon the sea, all unto whom ye cry (for  succour) fail save Him (alone), but when He bringeth you safe to land, ye turn away,  for man was ever thankless. 
17|68|bani Isra'il: The Israelites|Feel ye then secure that He will not cause a slope of the land to engulf you,  or send a sand-storm upon you, and then ye will find that ye have no protector ? 
17|69|bani Isra'il: The Israelites|Or feel ye secure that He will not return you to that (plight) a second time,  and send against you a hurricane of wind and drown you for your thanklessness, and  then ye will not find therein that ye have any avenger against Us ? 
17|70|bani Isra'il: The Israelites|Verily we have honoured the Children of Adam. We carry them on the land  and the sea, and have made provision of good things for them, and have preferred  them above many of those whom We created with a marked preferment. 
17|71|bani Isra'il: The Israelites|On the day when We shall summon all men with their record, whoso is given  his book in his right hand - such will read their book and they will not be wronged a  shred. 
17|72|bani Isra'il: The Israelites|Whoso is blind here will be blind in the Hereafter, and yet further from the  road. 
17|73|bani Isra'il: The Israelites|And they indeed strove hard to beguile thee (Muhammad) away from that  wherewith We have inspired thee, that thou shouldst invent other than it against Us;  and then would they have accepted thee as a friend. 
17|74|bani Isra'il: The Israelites|And if We had not made thee wholly firm thou mightest almost have inclined  unto them a little. 
17|75|bani Isra'il: The Israelites|Then had we made thee taste a double (punishment) of living and a double  (punishment) of dying, then hadst thou found no helper against Us. 
17|76|bani Isra'il: The Israelites|And they indeed wished to scare thee from the land that they might drive  thee forth from thence, and then they would have stayed (there) but a little after thee. 
17|77|bani Isra'il: The Israelites|(Such was Our) method in the case of those whom We sent before thee (to  mankind), and thou wilt not find for Our method aught of power to change. 
17|78|bani Isra'il: The Israelites|Establish worship at the going down of the sun until the dark of night, and  (the recital of) the Qur'an at dawn. Lo! (the recital of) the Qur'an at dawn is ever  witnessed. 
17|79|bani Isra'il: The Israelites|And some part of the night awake for it, a largess for thee. It may be that thy  Lord will raise thee to a praised estate. 
17|80|bani Isra'il: The Israelites|And say: My Lord! Cause me to come in with a firm incoming and to go out  with a firm outgoing. And give me from Thy presence a sustaining Power. 
17|81|bani Isra'il: The Israelites|And say: Truth hath come and falsehood hath vanished away. Lo! falsehood  is ever bound to vanish. 
17|82|bani Isra'il: The Israelites|And We reveal of the Qur'an that which is a healing and a mercy for  believers though it increase the evil-doers in naught save ruin. 
17|83|bani Isra'il: The Israelites|And when We make life pleasant unto man, he turneth away and is averse;  and when ill toucheth him he is in despair. 
17|84|bani Isra'il: The Israelites|Say: Each one doth according to his rule of conduct, and thy Lord is Best  Aware of him whose way is right. 
17|85|bani Isra'il: The Israelites|They are asking thee concerning the Spirit. Say: The Spirit is by command of  my Lord, and of knowledge ye have been vouchsafed but little. 
17|86|bani Isra'il: The Israelites|And if We willed We could withdraw that which We have revealed unto  thee, then wouldst thou find no guardian for thee against Us in respect thereof. 
17|87|bani Isra'il: The Israelites|(It is naught) save mercy from thy Lord. Lo! His kindness unto thee was ever  great. 
17|88|bani Isra'il: The Israelites|Say: Verily, though mankind and the jinn should assemble to produce the  like of this Qur'an, they could not produce the like thereof though they were helpers  one of another. 
17|89|bani Isra'il: The Israelites|And verily We have displayed for mankind in this Qur'an all kind of  similitudes, but most of mankind refuse aught save disbelief. 
17|90|bani Isra'il: The Israelites|And they say: We will not put faith in thee till thou cause a spring to gush  forth from the earth for us; 
17|91|bani Isra'il: The Israelites|Or thou have a garden of date-palms and grapes, and cause rivers to gush  forth therein abundantly; 
17|92|bani Isra'il: The Israelites|Or thou cause the heaven to fall upon us piecemeal, as thou hast pretended,  or bring Allah and the angels as a warrant; 
17|93|bani Isra'il: The Israelites|Or thou have a house of gold; or thou ascend up into heaven, and even then  we will put no faith in thine ascension till thou bring down for us a book that we can  read. Say (O Muhammad): My Lord be Glorified! Am I aught save a mortal  messenger ? 
17|94|bani Isra'il: The Israelites|And naught prevented mankind from believing when the guidance came unto  them save that they said: Hath Allah sent a mortal as (His) messenger ? 
17|95|bani Isra'il: The Israelites|Say: If there were in the earth angels walking secure, We had sent down for  them from heaven an angel as messenger. 
17|96|bani Isra'il: The Israelites|Say: Allah sufficeth for a witness between me and you. Lo! He is Knower,  Seer of His slaves. 
17|97|bani Isra'il: The Israelites|And he whom Allah guideth, he is led aright; while, as for him whom He  sendeth astray, for them thou wilt find no protecting friends beside Him, and We shall  assemble them on the Day of Resurrection on their faces, blind, dumb and deaf; their  habitation will be hell; whenever it abateth, We increase the flame for them. 
17|98|bani Isra'il: The Israelites|That is their reward because they disbelieved Our revelations and said: When  we are bones and fragments shall we, forsooth, be raised up as a new creation ? 
17|99|bani Isra'il: The Israelites|Have they not seen that Allah Who created the heavens and the earth is Able  to create the like of them, and hath appointed for them an end whereof there is no  doubt ? But the wrong-doers refuse aught save disbelief. 
17|100|bani Isra'il: The Israelites|Say (unto them): If ye possessed the treasures of the mercy of my Lord, ye  would surely hold them back for fear of spending, for man was ever grudging. 
17|101|bani Isra'il: The Israelites|And verily We gave unto Moses nine tokens, clear proofs (of Allah's  Sovereignty). Do but ask the Children of Israel how he came unto them, then Pharaoh  said unto him: Lo! I deem thee one bewitched, O Moses. 
17|102|bani Isra'il: The Israelites|He said: In truth thou knowest that none sent down these (portents) save the  Lord of the heavens and the earth as proofs, and lo! (for my part) I deem thee lost, O  Pharaoh. 
17|103|bani Isra'il: The Israelites|And he wished to scare them from the land, but We drowned him and those  with him, all together. 
17|104|bani Isra'il: The Israelites|And We said unto the Children of Israel after him: Dwell in the land; but  when the promise of the Hereafter cometh to pass We shall bring you as a crowd  gathered out of various nations. 
17|105|bani Isra'il: The Israelites|With truth have We sent it down, and with truth hath it descended. And We  have sent thee as naught else save a bearer of good tidings and a warner. 
17|106|bani Isra'il: The Israelites|And (it is) a Qur'an that We have divided, that thou mayst recite it unto  mankind at intervals, and We have revealed it by (successive) revelation. 
17|107|bani Isra'il: The Israelites|Say: Believe therein or believe not, lo! those who were given knowledge  before it, when it is read unto them, fall down prostrate on their faces, adoring, 
17|108|bani Isra'il: The Israelites|Saying: Glory to our Lord! Verily the promise of our Lord must be fulfilled. 
17|109|bani Isra'il: The Israelites|They fall down on their faces, weeping, and it increaseth humility in them. 
17|110|bani Isra'il: The Israelites|Say (unto mankind): Cry unto Allah, or cry unto the Beneficent, unto  whichsoever ye cry (it is the same). His are the most beautiful names. And thou  (Muhammad), be not loud-voiced in thy worship nor yet silent therein, but follow a  way between. 
17|111|bani Isra'il: The Israelites|And say: Praise be to Allah, Who hath not taken unto Himself a son, and  Who hath no partner in the Sovereignty, nor hath He any protecting friend through  dependence. And magnify Him with all magnificence. 
18|1|al-Kahf: The Cave|Praise be to Allah Who hath revealed the Scripture unto His slave, and hath  not placed therein any crookedness, 
18|2|al-Kahf: The Cave|(But hath made it) straight, to give warning of stern punishment from Him,  and to bring unto the believers who do good works the news that theirs will be a fair  reward, 
18|3|al-Kahf: The Cave|Wherein they will abide for ever; 
18|4|al-Kahf: The Cave|And to warn those who say: Allah hath chosen a son, 
18|5|al-Kahf: The Cave|(A thing) whereof they have no knowledge, nor (had) their fathers, Dreadful  is the word that cometh out of their mouths. They speak naught but a lie. 
18|6|al-Kahf: The Cave|Yet it may be, if they believe not in this statement, that thou (Muhammad)  wilt torment thy soul with grief over their footsteps. 
18|7|al-Kahf: The Cave|Lo! We have placed all that is on the earth as an ornament thereof that We  may try them: which of them is best in conduct. 
18|8|al-Kahf: The Cave|And lo! We shall make all that is thereon a barren mound. 
18|9|al-Kahf: The Cave|Or deemest thou that the People of the Cave and the Inscription are a wonder  among Our portents ? 
18|10|al-Kahf: The Cave|When the young men fled for refuge to the Cave and said: Our Lord! Give us  mercy from Thy presence, and shape for us right conduct in our plight. 
18|11|al-Kahf: The Cave|Then We sealed up their hearing in the Cave for a number of years. 
18|12|al-Kahf: The Cave|And afterward We raised them up that We might know which of the two  parties would best calculate the time that they had tarried. 
18|13|al-Kahf: The Cave|We narrate unto thee their story with truth. Lo! they were young men who  believed in their Lord, and We increased them in guidance. 
18|14|al-Kahf: The Cave|And We made firm their hearts when they stood forth and said: Our Lord is  the Lord of the heavens and the earth. We cry unto no God beside Him, for then  should we utter an enormity. 
18|15|al-Kahf: The Cave|These, our people, have chosen (other) gods beside Him though they bring  no clear warrant (vouchsafed) to them. And who doth greater wrong than he who  inventeth a lie concerning Allah ? 
18|16|al-Kahf: The Cave|And when ye withdraw from them and that which they worship except Allah,  then seek refuge in the Cave; your Lord will spread for you of His mercy and will  prepare for you a pillow in your plight. 
18|17|al-Kahf: The Cave|And thou mightest have seen the sun when it rose move away from their  cave to the right, and when it set go past them on the left, and they were in the cleft  thereof. That was (one) of the portents of Allah. He whom Allah guideth, he indeed is  led aright, and he whom He sendeth astray, for him thou wilt not find a guiding  friend. 
18|18|al-Kahf: The Cave|And thou wouldst have deemed them waking though they were asleep, and  We caused them to turn over to the right and the left, and their dog stretching out his  paws on the threshold. If thou hadst observed them closely thou hadst assuredly  turned away from them in flight, and hadst been filled with awe of them. 
18|19|al-Kahf: The Cave|And in like manner We awakened them that they might question one another.  A speaker from among them said: How long have ye tarried ? They said: We have   tarried a day or some part of a day, (Others) said: Your Lord best knoweth what ye  have tarried. Now send one of you with this your silver coin unto the city, and let him  see what food is purest there and bring you a supply thereof. Let him be courteous  and let no man know of you. 
18|20|al-Kahf: The Cave|For they, if they should come to know of you, will stone you or turn you  back to their religion; then ye will never prosper. 
18|21|al-Kahf: The Cave|And in like manner We disclosed them (to the people of the city) that they  might know that the promise of Allah is true, and that, as for the Hour, there is no  doubt concerning it. When (the people of the city) disputed of their case among  themselves, they said: Build over them a building; their Lord knoweth best  concerning them. Those who won their point said: We verily shall build a place of  worship over them. 
18|22|al-Kahf: The Cave|(Some) will say: They were three, their dog the fourth, and (some) say: Five,  their dog the sixth, guessing at random; and (some) say: Seven, and their dog the  eighth. Say (O Muhammad): My Lord is Best Aware of their number. None knoweth  them save a few. So contend not concerning them except with an outward contending,  and ask not any of them to pronounce concerning them. 
18|23|al-Kahf: The Cave|And say not of anything: Lo! I shall do that tomorrow, 
18|24|al-Kahf: The Cave|Except if Allah will. And remember thy Lord when thou forgettest, and say:  It may be that my Lord guideth me unto a nearer way of truth than this. 
18|25|al-Kahf: The Cave|And (it is said) they tarried in their Cave three hundred years and add nine. 
18|26|al-Kahf: The Cave|Say: Allah is Best Aware how long they tarried. His is the Invisible of the  heavens and the earth. How clear of sight is He and keen of hearing! They have no  protecting friend beside Him, and He maketh none to share in His government. 
18|27|al-Kahf: The Cave|And recite that which hath been revealed unto thee of the Scripture of thy  Lord. There is none who can change His words, and thou wilt find no refuge beside  Him. 
18|28|al-Kahf: The Cave|Restrain thyself along with those who cry unto their Lord at morn and  evening, seeking His Countenance; and let not thine eyes overlook them, desiring the  pomp of the life of the world; and obey not him whose heart We have made heedless  of Our remembrance, who followeth his own lust and whose case hath been  abandoned. 
18|29|al-Kahf: The Cave|Say: (It is) the truth from the Lord of you (all). Then whosoever will, let him  believe, and whosoever will, let him disbelieve. Lo! We have prepared for  disbelievers Fire. Its tent encloseth them. If they ask for showers, they will be  showered with water like to molten lead which burneth the faces. Calamitous the  drink and ill the resting-place! 
18|30|al-Kahf: The Cave|Lo! as for those who believe and do good works - Lo! We suffer not the  reward of one whose work is goodly to be lost. 
18|31|al-Kahf: The Cave|As for such, theirs will be Gardens of Eden, wherein rivers flow beneath  them; therein they will be given armlets of gold and will wear green robes of finest  silk and gold embroidery, reclining upon throne therein. Blest the reward, and fair the  resting-place! 
18|32|al-Kahf: The Cave|Coin for them a similitude: Two men, unto one of whom We had assigned  two gardens of grapes, and We had surrounded both with date-palms and had put  between them tillage. 
18|33|al-Kahf: The Cave|Each of the gardens gave its fruit and withheld naught thereof. And We  caused a river to gush forth therein. 
18|34|al-Kahf: The Cave|And he had fruit. And he said unto his comrade, when he spake with him: I  am more than thee in wealth, and stronger in respect of men. 
18|35|al-Kahf: The Cave|And he went into his garden, while he (thus) wronged himself. He said: I  think not that all this will ever perish. 
18|36|al-Kahf: The Cave|I think not that the Hour will ever come, and if indeed I am brought back  unto my Lord I surely shall find better than this as a resort. 
18|37|al-Kahf: The Cave|His comrade, when he (thus) spake with him, exclaimed: Disbelievest thou in  Him Who created thee of dust, then of a drop (of seed), and then fashioned thee a man  ? 
18|38|al-Kahf: The Cave|But He is Allah, my Lord, and I ascribe unto my Lord no partner. 
